Age,Income,Debt_Ratio,Nb_Borrowers,Loan_Amt,Loan_Amt_Req,LTV,FICO_Score,Prior_Custom_Score,Current_Custom_Score,CB_Age_Oldest_TL,CB_Age_Newest_TL,CB_Avg_Mos_File,CB_Nb_Sat_TL,CB_Nb_60_Plus_TL,CB_Nb_90_Plus_TL,CB_Pct_Sat_TL,CB_Mos_Since_Dlq,CB_Max_Dlq_12_Mos,CB_Max_Dlq_Ever,CB_Nb_Total_TL,CB_Nb_TL_Open_12,CB_Pct_IL_TL,CB_Nb_Inq_6_Mos,CB_Nb_Inq_6_Mos_excl_7_Days,CB_Rev_Util,CB_IL_Util,CB_Nb_Rev_TL_w_Bal,CB_Nb_IL_TL_w_Bal,CB_Nb_Rev_Tl_75_Pct_Limit,CB_Pct_TL_w_Bal,Risk_Flag
58,5577,45,2,128000,40000.0,100,776,303,296,333,6,93,32,0,0,100,999,7,8,32,3,22,0,0,6,.,6,2,0,44,1
44,8333,27,1,104001,60000.0,99,639,251,210,187,2,85,28,0,0,97,6,4,6,29,2,41,0,0,86,43,9,4,3,93,0
30,5543,31,2,195000,25000.0,90,695,265,223,127,4,67,18,0,0,94,28,6,6,18,1,33,0,0,87,87,3,3,1,100,0
53,6500,28,1,166000,50000.0,100,.,259,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
59,4583,41,1,160000,51300.0,90,676,230,210,374,4,72,21,0,0,95,2,4,6,22,5,36,0,0,45,79,5,2,1,70,0
55,8750,27,2,272000,25000.0,90,660,214,214,292,4,62,42,1,0,96,1,3,5,45,4,31,3,3,11,89,3,4,0,35,1
25,4500,15,2,65830,13000.0,96,680,264,211,89,13,52,10,1,0,73,10,4,5,11,0,82,0,0,0,71,0,4,0,67,1
32,2700,25,2,61779,10000.0,65,633,201,158,92,16,58,19,4,3,78,5,3,2,23,0,57,2,2,51,.,2,1,0,60,0
21,2500,32,1,101514,50000.0,49,678,242,205,231,2,18,6,1,1,100,999,7,8,20,4,0,2,2,8,.,2,.,0,50,1
24,5167,37,2,165000,20000.0,100,613,243,189,49,2,24,19,0,0,95,2,4,6,22,4,18,0,0,48,100,6,2,1,67,1
60,8700,27,2,387217,100000.0,26,760,270,270,305,9,108,18,0,0,100,999,7,8,19,3,17,0,0,24,.,4,.,0,80,1
26,7167,24,1,178750,22500.0,90,688,277,252,88,7,50,38,0,0,97,13,6,6,38,1,34,0,0,25,.,3,1,1,50,0
55,4583,39,2,61000,20000.0,78,629,234,202,101,2,47,32,0,0,97,43,6,6,33,7,33,1,1,38,81,7,4,2,58,0
45,3083,29,2,53630,13000.0,99,.,281,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
40,3500,59,1,195000,20000.0,58,627,249,202,163,18,80,5,1,1,83,.,6,6,6,0,83,0,0,101,42,1,2,1,100,0
73,1566,45,2,52581,13600.0,98,680,226,193,54,4,29,5,0,0,100,999,7,8,5,2,60,0,0,95,69,1,2,.,100,1
46,2418,49,1,101365,15000.0,90,782,298,251,130,12,46,26,0,0,100,999,7,8,26,0,12,0,0,4,.,2,.,0,40,0
37,3212,36,2,75000,50000.0,91,620,226,172,60,35,46,4,5,5,75,42,6,6,9,0,50,1,1,9,93,2,1,0,100,0
48,3022,45,1,95000,15000.0,100,622,220,169,142,2,60,11,1,1,92,3,0,2,13,1,46,0,0,91,87,7,4,3,100,0
64,2570,40,1,89395,30000.0,83,783,285,243,253,0,92,13,0,0,93,58,6,6,15,2,33,0,0,0,.,0,1,0,20,1
36,5000,27,1,152500,35000.0,90,773,284,284,192,5,92,24,0,0,100,999,7,8,26,2,46,1,1,2,91,4,2,0,67,1
41,7403,33,2,136180,38000.0,90,793,288,288,209,1,96,22,0,0,100,999,7,8,26,3,38,1,1,18,59,2,3,0,71,1
28,14583,21,1,149434,20000.0,96,684,216,210,101,2,54,23,1,1,88,20,6,2,26,6,50,3,2,27,57,1,7,0,57,0
40,14167,14,2,166691,60000.0,88,772,298,251,200,10,57,19,0,0,100,999,7,8,19,1,16,0,0,7,65,4,2,0,50,0
39,4233,30,2,114000,13000.0,98,658,223,177,150,2,45,12,1,1,86,3,0,2,14,4,21,2,2,9,.,4,1,.,56,0
52,5300,40,2,153000,33000.0,100,667,275,237,159,16,81,24,0,0,100,999,7,8,25,0,12,1,1,81,.,15,.,9,83,0
31,2470,23,1,55000,17500.0,100,618,211,168,131,28,81,6,3,3,64,7,0,2,11,0,55,0,0,.,.,.,.,.,.,1
47,2917,31,1,69110,14000.0,87,726,255,255,159,1,61,27,0,0,100,999,7,8,31,6,6,8,8,10,.,7,1,0,42,0
33,3833,20,2,125000,50000.0,40,.,219,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
43,4983,45,2,102000,44000.0,90,617,216,190,81,2,47,13,1,1,79,13,6,6,15,1,64,1,1,48,19,5,4,0,100,0
42,6250,37,1,198061,28000.0,100,641,254,196,187,8,95,18,1,1,82,2,4,3,22,2,18,1,1,21,.,5,1,0,86,0
59,7551,35,1,161770,50000.0,83,.,257,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
38,5001,29,1,237385,15000.0,74,563,226,163,204,16,100,25,2,2,89,1,0,6,28,0,21,1,0,76,.,9,1,3,85,0
50,5000,19,2,86722,30000.0,92,642,255,183,198,6,56,20,0,0,100,999,7,8,21,2,5,1,1,88,.,12,1,8,87,0
44,9000,13,2,136730,43000.0,85,764,301,253,165,3,74,26,0,0,100,999,7,8,28,1,29,0,0,9,87,4,3,0,54,1
50,5048,32,2,199000,100000.0,92,691,210,177,182,2,34,7,0,0,100,999,7,8,8,5,13,2,2,57,.,4,.,1,100,0
37,4683,27,1,141000,25000.0,81,628,223,214,123,4,66,32,1,1,88,6,4,6,32,2,31,0,0,36,76,5,4,2,56,0
35,5667,32,2,149500,11900.0,100,700,269,221,166,12,74,37,1,1,95,7,4,4,41,0,15,1,1,16,.,3,1,1,26,0
52,5417,22,1,91917,50000.0,54,769,298,271,137,0,73,49,0,0,100,999,7,8,51,2,25,1,1,1,.,1,2,0,17,1
74,1507,15,1,83000,15000.0,18,810,263,269,288,7,102,16,0,0,100,999,7,8,16,1,6,1,0,1,.,2,.,0,29,1
27,10000,21,1,270000,39500.0,85,658,227,183,8,7,8,2,0,0,100,999,7,8,2,2,100,0,0,.,81,.,2,.,100,0
55,2917,36,2,78000,25700.0,97,680,252,193,169,3,74,9,2,1,73,33,6,2,11,1,45,1,1,10,101,1,2,.,75,0
52,6155,35,1,112000,11200.0,100,715,271,258,255,5,102,30,0,0,100,999,7,8,32,2,13,1,1,39,95,7,2,4,53,0
28,4583,32,1,152000,25000.0,100,721,270,211,104,8,64,11,1,1,92,79,6,2,12,1,42,0,0,12,.,1,1,0,60,0
42,10250,21,1,225000,50000.0,93,683,224,220,252,3,90,44,1,0,91,7,4,5,46,4,20,1,1,23,100,11,2,1,78,1
78,1034,50,1,53075,13000.0,85,728,283,229,143,10,52,12,0,0,100,999,7,8,12,1,33,2,0,12,92,2,2,1,67,1
33,6333,38,2,132610,25000.0,97,706,246,230,131,3,84,20,0,0,100,999,7,8,14,6,60,4,4,48,50,4,8,2,93,0
57,19083,10,2,139000,39000.0,100,676,269,237,298,1,131,74,0,0,95,3,4,6,78,3,59,5,4,2,22,3,23,0,70,1
66,2061,55,1,105000,20000.0,81,718,267,240,258,2,79,21,1,1,96,41,6,2,24,4,29,1,1,3,62,2,2,0,45,0
55,14500,21,2,220000,98000.0,95,782,260,260,260,20,69,10,0,0,100,999,7,8,12,0,33,0,0,25,48,3,3,0,100,0
55,2144,59,2,131000,25000.0,83,722,285,242,186,1,83,21,0,0,96,11,4,6,25,4,28,2,2,12,.,3,.,0,44,1
48,6667,10,1,81531,15000.0,76,686,270,270,345,2,89,30,0,0,100,999,7,8,31,3,19,0,0,45,33,8,3,3,65,0
48,4167,28,1,123750,25000.0,79,644,211,181,80,3,31,7,2,1,78,59,6,2,9,3,22,3,3,25,80,4,2,0,86,1
49,6667,13,1,99990,21800.0,100,771,303,276,288,6,100,25,0,0,100,999,7,8,25,2,24,0,0,10,57,3,2,0,50,1
48,4167,18,2,122320,50000.0,41,763,318,270,267,19,90,16,0,0,94,37,6,6,16,0,19,0,0,4,60,1,1,0,40,1
44,5000,46,2,308000,50000.0,73,736,230,223,132,12,91,30,0,0,100,999,7,8,11,0,37,1,1,50,.,4,2,1,67,1
47,4583,23,1,130001,27400.0,80,677,231,212,353,1,84,59,0,0,97,13,6,6,60,6,17,5,4,42,82,6,3,2,39,0
24,2773,34,1,105000,23500.0,90,652,214,159,276,12,47,26,4,3,83,9,1,3,64,0,40,3,3,15,83,1,6,1,64,0
48,7083,27,2,154517,30000.0,100,760,231,254,140,11,94,17,0,0,94,56,6,6,18,1,76,0,0,30,77,3,3,0,100,1
53,8083,9,2,111795,50000.0,45,736,282,250,284,3,81,30,0,0,100,999,6,8,32,3,50,1,1,43,24,6,2,0,89,1
76,1800,42,1,283690,50000.0,11,794,300,300,496,8,140,20,0,0,100,999,7,8,22,1,0,2,1,7,.,3,.,0,27,0
35,10125,42,2,420000,40000.0,95,722,275,246,165,9,81,18,0,0,100,999,7,8,23,2,61,1,1,52,48,2,4,0,78,1
48,7083,24,2,150000,50000.0,97,656,233,217,151,9,65,30,1,1,100,999,6,8,31,1,19,1,1,56,21,10,3,5,76,0
44,4792,42,2,145501,45800.0,100,725,264,232,261,8,86,18,0,0,89,6,4,6,19,2,37,0,0,24,.,3,1,0,40,1
41,2083,34,1,86790,17000.0,100,679,235,235,237,24,117,21,0,0,90,5,4,6,23,0,14,1,1,13,100,10,2,0,75,1
48,8333,14,2,74686,50000.0,96,671,285,221,300,16,92,21,0,0,86,32,6,6,24,0,14,1,1,41,69,8,2,2,56,0
42,5705,38,2,125001,35000.0,100,601,250,218,232,2,91,19,0,0,70,2,4,6,23,3,48,1,1,97,36,6,3,0,90,0
41,4167,42,1,129009,15000.0,90,733,211,235,114,2,32,8,0,0,100,999,7,8,9,3,67,2,2,39,69,1,1,0,67,1
36,6692,44,2,300000,36000.0,90,642,208,208,204,46,105,11,1,0,77,13,6,5,15,0,31,3,3,65,.,4,1,3,83,1
43,6001,45,2,194227,50000.0,82,761,242,242,61,15,28,13,0,0,100,999,7,8,13,0,54,0,0,3,74,2,3,0,63,1
67,5417,14,2,98502,50000.0,51,792,294,266,225,6,112,23,0,0,96,18,6,6,22,2,22,0,0,3,.,3,.,0,38,1
37,34667,3,1,92583,27000.0,99,658,282,218,152,3,80,31,0,0,94,3,4,6,42,2,22,0,0,18,.,6,1,1,50,0
69,4642,36,1,260040,50000.0,70,796,298,261,328,17,132,34,0,0,97,41,6,6,35,0,14,0,0,1,.,3,2,0,31,1
45,0,5,2,0,25100.0,87,.,0,189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
41,6538,22,2,162001,18800.0,90,635,196,208,154,5,76,35,3,1,82,4,4,4,38,3,34,1,1,26,3,6,2,2,89,1
69,7250,42,1,231000,90000.0,80,660,213,190,336,1,78,33,1,1,94,21,6,2,35,2,40,4,4,59,30,11,5,3,80,0
55,13333,32,2,459000,150000.0,86,736,254,237,294,11,78,28,1,1,97,59,6,3,29,1,24,1,1,6,.,4,.,0,33,1
62,3243,55,2,220000,50000.0,70,754,278,261,144,9,61,24,1,0,96,49,6,5,25,1,24,1,1,5,47,4,2,0,46,1
39,14950,32,2,474000,120000.0,83,723,264,260,147,1,68,30,0,0,94,26,6,6,35,3,49,4,4,0,10,0,2,.,50,1
65,3750,26,2,105000,65000.0,62,793,316,256,137,15,75,14,0,0,100,999,7,8,14,0,0,0,0,3,.,3,.,0,50,1
38,4708,35,1,56430,37800.0,67,740,265,265,108,4,58,26,0,0,100,999,7,8,26,1,12,7,7,5,.,2,1,0,38,1
41,20833,13,2,256933,50000.0,96,771,299,260,186,8,83,22,0,0,100,999,7,8,22,2,18,0,0,9,79,2,2,0,36,1
46,11934,17,1,130000,32000.0,70,735,282,227,202,1,102,12,0,0,86,17,6,6,39,2,57,0,0,16,101,3,4,0,89,0
30,4501,48,1,144045,20000.0,99,665,248,216,135,1,68,24,0,0,67,10,4,6,27,2,19,1,1,16,.,5,2,0,44,0
58,9683,18,1,132998,110000.0,85,787,272,263,272,13,117,21,0,0,100,999,7,8,21,0,24,0,0,0,.,0,1,0,14,1
44,6001,48,2,340000,15000.0,75,688,246,220,272,1,77,28,0,0,100,999,7,8,29,5,28,3,3,63,90,1,2,1,31,1
59,12333,11,2,152500,18000.0,90,726,226,217,210,16,118,22,0,0,100,999,7,8,6,0,60,2,2,52,83,6,2,0,100,0
53,7500,30,2,178000,100000.0,56,719,245,242,293,9,143,9,0,0,89,11,4,6,9,2,22,0,0,59,78,3,1,1,57,0
48,3000,38,2,83000,36300.0,100,661,247,187,123,2,53,16,0,0,82,18,6,6,17,2,41,1,1,58,97,6,2,2,73,0
42,4908,34,2,132000,15000.0,98,657,221,183,.,5,56,10,1,1,91,12,6,3,0,3,27,0,0,76,76,5,2,2,100,0
46,5917,21,2,135001,25000.0,93,704,256,217,311,7,77,13,0,0,100,999,7,8,13,2,46,0,0,69,93,5,2,2,88,0
52,120833,8,2,1300000,118600.0,71,720,297,297,367,1,118,57,0,0,95,28,6,6,58,3,24,0,0,5,44,4,4,0,41,1
47,6150,30,1,175707,35405.0,100,660,255,184,148,7,101,43,0,0,93,9,4,6,7,2,16,1,1,51,89,13,3,4,59,1
44,12917,14,2,107000,8724.0,70,640,271,191,289,32,109,31,0,0,97,12,6,6,12,0,35,0,0,86,74,12,3,8,100,0
37,2750,24,2,94000,10500.0,65,629,242,172,128,11,55,11,1,1,75,4,0,2,12,1,25,0,0,20,91,3,2,0,71,0
49,12294,42,2,1150000,120000.0,50,662,253,221,186,3,66,23,0,0,96,32,6,6,23,2,48,7,7,55,27,7,4,1,92,0
47,7615,39,1,120000,20000.0,76,744,245,245,210,8,82,17,0,0,95,9,4,6,19,3,37,0,0,7,.,1,3,0,56,1
67,4531,38,2,56430,20000.0,73,746,303,275,224,15,201,20,0,0,100,999,7,8,20,0,5,1,1,38,95,6,1,0,78,1
46,4833,25,2,143121,17000.0,100,662,212,202,32,2,11,13,1,1,100,999,0,8,17,9,19,5,5,7,86,7,3,0,71,0
40,17167,29,2,427000,100000.0,83,720,260,260,197,1,91,30,0,0,100,999,7,8,31,2,26,1,1,37,71,5,3,2,64,1
79,3866,35,1,153039,90000.0,59,798,311,271,346,46,130,11,0,0,100,999,7,8,26,0,9,1,1,2,.,3,.,0,50,1
49,4500,30,1,128000,33000.0,100,615,228,228,148,3,55,43,0,0,86,4,4,6,43,5,47,0,0,48,84,9,4,0,81,0
49,7083,4,2,205000,20400.0,90,737,241,226,94,5,52,25,0,0,100,999,7,8,25,2,16,2,2,10,78,5,2,0,50,1
31,6167,19,2,138820,30000.0,87,779,315,265,153,17,77,19,0,0,100,999,7,8,21,0,43,1,1,8,92,1,4,0,83,1
51,2611,31,1,95000,16000.0,91,718,290,239,365,13,130,19,0,0,89,13,6,6,19,0,21,1,1,45,.,4,1,0,50,1
67,3001,33,1,133194,15000.0,71,669,271,207,398,13,129,14,1,0,81,2,4,5,16,0,13,0,0,32,.,3,1,0,67,0
71,6618,11,2,119627,30000.0,25,762,242,261,284,34,93,9,0,0,100,999,7,8,22,0,33,0,0,0,50,0,1,0,25,0
58,13750,21,2,256252,100000.0,73,792,316,287,273,22,79,19,0,0,100,999,7,8,37,0,30,0,0,2,19,2,2,0,36,1
39,2917,31,1,115000,15000.0,97,663,223,208,65,6,44,16,1,1,100,999,6,8,16,1,19,0,0,35,.,4,1,0,71,1
28,2404,28,2,32500,6500.0,20,611,222,182,127,10,46,13,0,0,92,4,4,6,13,1,54,1,1,88,75,5,3,2,89,0
31,8667,35,1,312466,50000.0,90,650,219,178,129,1,50,6,3,2,75,6,3,2,12,2,33,4,4,17,.,2,1,0,75,0
31,8334,39,2,335000,76000.0,86,670,243,185,145,1,68,33,0,0,100,999,7,8,52,6,36,0,0,91,75,9,7,6,100,0
45,7167,18,1,130000,19500.0,90,747,221,214,372,13,71,9,0,0,100,999,7,8,14,0,33,4,4,35,.,1,1,1,29,1
67,7500,30,2,393000,150000.0,38,803,276,269,354,28,113,26,0,0,100,999,7,8,27,0,15,0,0,1,.,2,1,0,43,1
41,10500,17,2,182349,56300.0,95,769,261,269,169,11,87,14,0,0,100,999,7,8,14,1,57,0,0,17,69,1,4,0,83,1
28,22934,22,1,156000,28000.0,67,648,223,215,123,2,43,28,0,0,90,4,4,6,29,8,62,6,6,0,.,0,6,0,60,1
28,4717,21,2,91520,14000.0,89,728,286,255,119,4,52,30,0,0,100,999,7,8,34,4,73,0,0,26,86,4,8,0,92,1
47,12503,31,1,385000,57000.0,95,666,235,170,293,2,67,13,0,0,93,.,6,6,14,3,36,3,3,90,97,3,3,2,100,0
51,21292,18,2,355508,135000.0,88,788,295,295,192,2,90,17,0,0,100,999,7,8,18,1,33,2,2,9,66,2,2,0,44,1
36,6245,16,2,105497,21787.0,100,689,278,212,131,17,65,22,0,0,100,999,7,8,24,0,45,1,1,84,72,4,4,2,73,0
63,4001,30,2,113247,18000.0,100,662,259,199,273,5,62,32,0,0,100,999,7,8,51,4,59,2,2,57,88,7,4,3,85,1
61,3625,44,1,240000,15000.0,46,582,172,99,91,5,27,7,2,2,75,3,0,2,9,3,63,4,4,76,89,3,2,1,100,0
50,4292,27,2,108000,50000.0,50,618,245,195,78,5,95,10,0,0,82,11,4,6,5,2,18,0,0,62,.,5,1,1,100,0
41,5567,41,2,230000,73000.0,97,757,287,287,233,13,119,37,0,0,100,999,7,8,39,0,23,0,0,20,88,5,3,0,47,1
54,10167,13,2,134000,20000.0,59,599,162,156,142,2,61,23,4,3,76,4,4,3,30,4,52,1,1,51,73,5,6,1,80,0
55,8867,31,2,295926,98000.0,91,764,273,260,182,6,79,40,0,0,100,999,7,8,40,2,43,0,0,3,75,3,3,0,46,1
34,9167,23,1,236000,5000.0,92,696,207,218,179,2,59,25,0,0,96,46,6,6,28,7,29,2,2,39,85,4,4,1,73,1
75,2111,44,1,79854,30000.0,90,731,320,260,409,15,137,33,0,0,100,999,6,8,34,0,26,0,0,18,68,8,2,0,65,1
54,5000,37,1,159000,24200.0,100,692,238,246,241,2,104,23,1,0,70,26,6,5,27,1,52,1,1,43,53,5,2,0,89,0
39,9000,20,2,161337,66000.0,74,780,257,257,201,14,87,17,0,0,94,21,6,6,18,0,33,1,1,1,.,2,1,0,33,1
62,6752,27,1,185042,50000.0,51,702,252,246,131,2,44,16,1,1,100,999,7,8,18,2,47,0,0,4,51,3,3,0,86,1
64,7396,32,2,137000,53000.0,90,671,199,211,256,6,90,45,0,0,100,999,7,8,4,2,9,0,0,57,58,13,2,8,57,0
40,34584,18,2,675000,100000.0,72,599,218,179,248,1,58,25,0,0,96,12,6,6,28,5,29,4,4,81,.,9,2,6,92,0
22,1600,48,1,90000,12000.0,87,703,246,194,.,2,16,4,0,0,100,999,7,8,6,3,50,0,0,29,100,2,2,0,67,0
59,4583,40,1,505987,50000.0,21,778,273,262,357,6,88,20,0,0,100,999,7,8,20,3,30,0,0,2,.,2,1,0,25,0
58,8475,26,2,145001,30000.0,97,654,226,162,31,3,14,6,0,0,100,999,7,8,6,2,17,2,2,68,.,5,1,1,100,1
50,4667,33,1,128445,18500.0,100,666,220,181,31,3,18,10,0,0,100,999,7,8,10,2,10,1,1,53,82,9,1,2,100,0
38,11863,36,2,245000,65000.0,100,690,263,191,178,10,64,28,0,0,100,999,7,8,28,1,50,0,0,69,81,7,3,4,65,1
77,8000,21,1,235440,20000.0,90,766,257,257,146,12,80,22,0,0,95,46,6,6,22,0,0,2,2,0,.,0,.,0,0,0
42,3167,24,1,101000,50000.0,50,680,200,209,130,7,64,31,3,3,82,16,6,2,34,3,21,4,3,14,2,5,3,0,44,1
27,3860,23,2,93500,20000.0,100,603,179,136,39,6,19,6,7,7,100,999,0,8,15,1,75,2,2,92,86,2,3,2,100,0
78,3333,23,1,464929,50000.0,11,790,300,251,156,17,140,5,0,0,100,999,7,8,5,0,20,0,0,20,.,2,1,0,75,1
52,1542,41,1,56012,15000.0,92,613,210,178,6,4,5,2,0,0,100,999,7,8,2,2,50,11,11,135,.,1,1,1,100,0
47,4345,49,1,250000,54500.0,95,726,302,261,195,5,87,40,0,0,100,999,7,8,49,2,36,1,1,9,.,5,2,0,78,1
58,3558,30,1,85000,20000.0,90,749,263,237,398,6,87,31,1,1,88,9,4,4,32,1,31,0,0,10,58,3,2,0,45,0
49,4083,26,1,110000,15000.0,93,659,217,204,70,7,30,8,2,2,89,59,6,3,10,2,33,0,0,41,8,5,2,0,88,0
57,4167,38,2,255000,50000.0,52,742,253,255,163,5,90,17,0,0,100,999,7,8,23,1,12,2,2,14,38,2,2,1,67,1
24,3151,23,1,67590,20000.0,95,681,238,171,21,13,16,3,0,0,67,3,4,6,3,0,67,0,0,0,76,0,2,0,67,0
61,8333,29,2,229883,100000.0,44,776,320,276,248,21,150,22,0,0,100,999,7,8,35,0,54,0,0,4,.,3,.,0,50,1
40,5917,50,2,186791,60000.0,85,739,291,243,126,11,64,28,0,0,100,999,6,7,4,1,39,0,0,33,.,3,2,0,56,1
43,0,24,1,0,25000.0,64,.,0,189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
25,4250,41,2,109001,13500.0,100,636,209,170,78,8,29,14,1,1,67,3,0,2,15,3,53,1,1,1,76,2,3,.,63,0
31,8667,19,2,120000,37001.0,99,611,241,177,102,4,52,32,0,0,94,19,6,6,11,1,22,4,4,69,89,6,5,3,55,0
56,4625,46,1,206305,50000.0,61,700,233,224,386,3,95,33,0,0,100,999,7,8,33,3,18,2,2,30,97,9,2,1,58,1
46,8155,26,1,332000,50000.0,73,680,254,236,276,2,59,27,1,1,100,999,6,8,31,2,42,4,4,9,70,3,4,0,47,1
62,10417,13,1,175000,25000.0,86,718,232,217,172,2,47,10,0,0,100,999,7,8,11,5,18,1,1,32,.,5,.,1,83,0
27,4900,21,2,88000,10500.0,96,663,220,179,115,8,55,7,2,2,78,67,5,2,9,1,56,0,0,78,77,2,1,1,75,0
46,6083,20,2,120000,25000.0,96,768,252,249,169,21,57,15,0,0,100,999,7,8,15,0,33,1,1,11,.,3,1,0,57,1
54,7418,16,1,120000,78000.0,65,667,260,226,375,16,183,21,1,0,83,4,3,5,23,0,52,3,3,24,.,3,2,0,100,0
58,4750,33,1,134367,20000.0,98,736,261,261,191,7,81,29,0,0,100,999,7,8,30,3,45,1,1,52,66,2,4,0,86,0
60,6083,46,2,165557,15000.0,91,767,315,247,158,13,74,14,0,0,100,999,7,8,16,0,63,1,1,16,82,2,3,0,71,1
61,5825,42,2,231775,50000.0,66,744,258,278,390,3,86,29,0,0,100,999,7,8,29,4,24,0,0,6,74,4,3,0,44,1
46,5017,27,1,160000,28000.0,80,601,239,210,209,55,97,19,8,6,56,23,6,2,27,0,7,0,0,14,.,4,1,0,33,0
33,8083,36,1,150000,37000.0,100,.,215,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
22,2583,46,1,161893,30000.0,82,713,244,210,170,2,10,3,0,0,100,999,7,8,24,3,25,3,3,2,.,2,1,0,75,1
47,6167,20,1,190740,25000.0,51,636,183,193,220,4,83,21,1,0,80,1,4,5,25,2,44,0,0,62,87,4,3,2,73,1
62,4423,10,2,440000,30000.0,7,751,278,278,419,11,240,13,0,0,100,999,7,8,13,1,8,0,0,55,.,3,.,1,50,1
30,6250,26,1,159988,20000.0,100,694,279,252,143,12,65,19,2,2,100,999,7,8,19,0,21,0,0,22,37,2,2,0,50,0
62,5764,38,2,156000,50000.0,96,665,234,185,229,7,112,28,1,1,84,18,5,3,63,2,39,0,0,72,83,7,4,1,73,0
55,25833,13,2,280390,100000.0,91,774,320,285,375,15,106,28,0,0,100,999,7,8,28,0,21,0,0,9,.,3,1,0,36,1
47,5000,27,1,193586,8000.0,80,778,268,268,158,3,74,13,0,0,100,999,7,8,13,2,8,5,5,8,.,3,1,0,44,1
36,6667,31,2,230000,32000.0,100,644,208,192,137,5,81,9,4,4,62,34,6,4,13,1,38,1,1,46,.,2,1,1,100,0
42,8028,52,2,244000,30000.0,90,676,249,249,205,12,114,28,0,0,100,999,7,8,29,0,11,1,1,63,.,5,2,3,78,0
33,7417,26,1,140000,50000.0,85,.,301,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
42,8333,31,2,321695,50000.0,91,783,273,260,236,7,79,44,0,0,100,999,7,8,44,3,18,0,0,2,71,3,3,0,40,1
39,5000,45,2,225000,45000.0,82,760,294,262,167,16,69,38,1,0,98,66,6,5,40,0,40,0,0,9,.,3,1,0,36,1
54,8334,14,1,167192,30700.0,90,697,245,223,.,2,102,16,1,1,100,999,6,8,0,6,18,4,4,22,92,3,2,0,45,1
30,4250,34,1,163000,25000.0,90,753,271,271,125,29,79,10,0,0,100,999,7,8,10,0,30,0,0,25,.,3,1,1,80,1
38,4750,35,1,95001,54000.0,90,605,232,199,266,4,69,21,2,1,88,2,0,2,55,4,50,5,5,5,36,3,4,0,100,0
34,11667,33,2,392931,100000.0,81,680,204,204,108,5,60,13,1,1,100,999,6,8,14,1,50,0,0,78,.,2,2,1,100,1
50,8000,9,2,168432,50000.0,30,771,317,265,317,21,97,15,0,0,100,999,7,8,31,0,27,1,1,5,.,3,.,1,60,1
23,3655,19,2,80410,16000.0,99,709,235,223,41,10,23,7,0,0,100,999,7,8,7,3,29,5,5,17,.,1,1,1,33,0
38,6401,39,2,147183,28000.0,100,762,246,256,159,10,66,23,0,0,96,32,6,6,25,3,32,0,0,7,.,2,2,0,80,1
64,8918,17,1,145776,40000.0,89,682,247,197,141,5,115,8,1,1,90,31,6,4,26,1,80,0,0,77,75,1,2,1,100,0
65,4750,16,2,73018,50000.0,68,781,301,276,363,2,180,26,0,0,97,999,5,7,29,1,28,0,0,3,52,3,1,1,45,1
39,2500,31,2,83046,10000.0,85,774,302,268,164,4,90,34,0,0,100,999,7,8,37,2,76,1,1,2,.,2,1,0,100,1
55,8083,37,2,180000,67526.0,100,642,222,222,270,6,81,44,0,0,98,1,4,6,46,3,50,0,0,50,85,6,5,3,73,0
42,5333,18,1,101300,6800.0,100,622,237,202,265,3,79,25,2,1,93,13,0,5,28,2,48,1,1,63,50,8,2,0,91,0
42,12917,24,2,284000,91400.0,95,685,244,242,271,2,101,22,0,0,100,999,7,8,23,1,17,4,4,32,35,9,2,3,69,1
34,6750,34,1,230349,15000.0,89,618,231,179,119,4,59,39,0,0,97,6,4,6,39,3,3,3,3,58,65,8,1,4,36,0
37,7917,19,2,135646,45780.0,100,713,278,243,73,6,36,16,0,0,94,36,6,6,16,3,75,1,1,10,63,2,5,0,88,0
71,8983,17,2,367921,100000.0,27,786,320,294,195,70,207,20,0,0,100,999,7,8,21,0,29,0,0,11,.,2,.,0,50,1
42,4951,43,1,270000,21000.0,80,661,173,182,75,1,36,9,2,2,75,38,6,4,12,2,58,1,1,33,46,2,3,1,100,0
50,48750,17,2,2000000,100000.0,45,703,228,238,61,11,36,13,0,0,100,999,7,8,13,1,54,1,1,13,31,1,4,0,60,0
48,10417,31,2,250000,40000.0,89,669,270,234,207,20,100,33,0,0,91,5,4,6,33,0,39,0,0,51,81,9,2,2,79,0
57,10417,39,1,372000,110000.0,80,663,184,181,328,2,103,13,1,1,82,16,5,2,36,1,41,1,1,77,.,3,2,1,86,0
